123051033 56429
Q 104211200 499698700
H 19910816 35452301
H 17554284 222696396
Q 932368910 1314223682
H 58285863 306067278
Q 184796040 189310675
H 318875986 354416764
Q 357159573 713988948
H 232850058 920922556
Q 91422315 393273020
H 314864440 568109156
H 381386252 447731132
H 439882368 572513916
Q 163000600 233372370
H 605592312 1206315897
H 926537566 1117979527
Q 108283020 610883160
H 163968224 402001087
Q 376085657 439268577
H 8387732 97244892
H 421702677 629580007
H 107027271 480580423
Q 140346152 773518876
Q 87772156 647473094
H 28390860 103263541
H 63941240 334806968
Q 85279392 322924671
Q 214095119 345633260
Q 739359582 1446925452
H 43698908 68359038
H 226814588 352029184
H 219338226 677804685
H 57307858 593072290
Q 494608166 1085508896
Q 44752365 223205139
H 380539270 449050422
Q 58829348 72838544
H 67452129 77648049
Q 4618900 863596735
H 80888952 155073977
H 430308060 756576231
H 17433408 130489986
H 1025405459 1471183727
H 333879586 375669180
H 480633624 606428188
Q 402796608 756713976
Q 20937165 473430525
Q 86156055 93420555
H 22294752 212793423
Q 441655481 703832441
Q 308364150 974703332
H 363847788 492334263
Q 87025000 177673504
H 92728278 381188502
H 134807508 244799550
H 12189900 129501081
Q 11214000 124782282
H 390562200 434698605
H 388313218 520385912
H 256775000 273438031
Q 168827469 1043000362
Q 713575170 740218815
Q 131264626 455815528
H 53295255 141988461
H 6512876 172843662
H 684395928 746074764
H 789038412 837537324
H 159143504 497874804
H 20995219 50279149
H 259464141 346223610
H 404469500 598077774
H 66220575 480843075
H 28400592 105786992
Q 98879630 915958688
H 20804448 369070654
H 87312750 109775976
H 34220032 631534324
Q 30842880 308760960
H 128756880 828221184
H 669217824 699603788
Q 289057581 377169094
Q 286135605 545992761
H 319853502 375933263
H 327132 138074588
H 438312870 842365778
Q 79674571 435804555
H 395174784 478442144
H 214044644 399890026
Q 227252190 545534286
Q 168259950 690227565
Q 172382700 742115820
H 5798870 88300950
H 430272549 462952134
H 13959096 17384892
H 36153666 195928140
H 241387080 289795736
H 37689 525598433
H 197714171 287231993
H 415322238 548907688
H 338038019 473224859
H 240359830 763101950
H 286219386 287911986
H 6931665 477147056
H 165292264 299678264
H 227940720 588862071
Q 147889280 377427992
H 677551080 1286717381
H 281895768 306760300
H 110453733 135184054
Q 395827530 422038030
H 40714816 89686501
H 33464120 48876248
Q 21090642 54477114
H 8325180 364170250
Q 105563227 329447225
H 347177740 614035240
H 276784032 752875158
H 309025248 749170854
H 791189583 815941520
H 411800805 527930217
H 3514500 96994728
H 449969901 586166442
Q 132197400 621926664
Q 91710236 315162599
H 422824220 1429053483
Q 208488696 338030380
H 194571509 241290040
H 325323369 392651049
H 57002464 188958304
H 397442524 808799232
H 428457096 761997966
H 432793851 1006357871
H 542565350 809106866
H 165054802 555053362
H 394125875 657384995
Q 349473036 1256335772
H 117828128 356859917
H 86783449 209147803
H 159661672 224911542
H 116496519 285698094
H 104327154 649705525
Q 318037086 497734600
Q 253225300 543020036
Q 86700372 905295612
H 2021368 708236488
H 44897346 515669571
H 1031812518 1445453148
Q 999176971 1954021169
H 70039665 433584495
H 23679204 265761924
H 3318525 100549845
H 605085210 731673525
Q 437841896 653116110
H 335359666 727254733
Q 54800550 110830238
H 815786244 901911179
H 18032058 576816327
Q 10519433 580962507
H 418314156 644024750
H 18166050 467871084
H 692220996 722946152
Q 46473024 263825088
H 577530756 637238798
Q 108672637 167934517
H 466436223 682477851
Q 524928327 538770771
H 68964056 570583502
H 302187064 1130768334
H 598356978 780721435
H 535736740 551000368
Q 8747673 557833003
H 236219154 593682296
Q 42910860 218460481
H 655481425 681642625
H 50805864 339019944
Q 798452064 1091779848
H 1018533225 1252879857
H 226941128 909477476
Q 482986020 866306880
H 940329000 1193915916
Q 291242304 808836198
H 286251750 350678860
H 453470325 686832649
Q 15502316 304236940
H 301906818 364335154
H 209571768 499837902
H 209079325 223965289
H 280499450 285074813
Q 409862145 629960499
H 137802520 547897436
Q 171510801 178847151
H 9174088 17861617
H 448386136 725992414
H 287561610 941997860
H 496232847 585737847
Q 68111792 240186167
H 622294722 694347926
H 230553648 769837644
H 131840684 403610894
H 581220612 586174974
H 141546140 278307016
Q 209151628 266259244
H 310017330 394134434
Q 133612180 146846173
H 137088727 421792755
Q 179964315 382146995
H 66619975 414957535
H 451646272 714307472
H 83854443 609118725
H 370985555 929121955
Q 249287436 704893300
Q 99997718 113087102
Q 912114 31860666
H 19063752 23045622
H 247948974 486510804
Q 68897881 320737919
H 106594588 175838830
Q 100010383 320481713
Q 121828 384972352
Q 322744494 718620078
H 384012437 450629217
H 128405360 345322880
Q 471812970 930150530
Q 401746752 503893800
H 385891056 1202524536
H 280332524 487942324
Q 348601702 401410642
H 19493190 128260394
H 407060415 924190964
H 91247780 154675252
Q 45271002 493696002
H 366141172 371262964
H 504218866 584889426
Q 217000446 227087716
H 243058380 726806402
Q 399602493 460194981
H 121078578 129847442
H 280252332 362962006
Q 366419070 809340689
Q 4927384 173118104
Q 148733636 158859041
Q 235085400 595256890
H 19555196 202647644
H 86222124 425108694
H 289596595 481640249
H 54104545 689544961
H 619027794 817773874
H 231531244 685136044
Q 143287500 149663004
H 180833716 264408284
H 382884268 851350924
Q 111502454 761568962
H 179464208 474879188
Q 194539488 568900088
H 353480055 582902631
Q 453706848 991977451
H 134719873 610179559
Q 194932650 554763052
H 133526776 266496334
H 53410357 593032021
H 8440857 364300764
Q 239330874 271762840
H 84569356 834762604
H 109535620 139764455
H 89023910 575558045
H 411901113 651207133
H 729539616 1677520980
H 655683221 691088662
H 717075216 1306151878
H 120357965 131659855
Q 103935268 718079512
H 39152875 344876239
H 345953162 759274669
H 269672964 382919321
H 514324010 583117955
Q 197010960 735566432
Q 144987930 527696190
Q 13426005 356168302
H 300235956 511561501
Q 42469450 67535530
H 105979520 211615085
Q 34904478 243013506
Q 386556864 900850204
H 371108004 1043330594
Q 221919474 224707832
Q 771470 117436438
Q 504545382 955402407
Q 481746685 835237487
H 259871754 621875886
Q 399378703 518427399
H 521802024 589132116
Q 234778296 568717020
Q 749624681 1148838146
Q 470486916 498144516
Q 248265120 292228631
Q 63416010 854687986
Q 201067150 379846998
H 858179898 863049633
H 54133700 563022480
H 725316176 735096488
H 110788392 211839672
Q 692879020 809796696
Q 111145760 364573736
Q 117245536 464895601
H 31323687 388143241
Q 374829392 641734212
H 28869036 43164576
Q 608022575 800842671
H 152248057 663647617
H 362146726 506482255
H 385721089 414061233
H 27391 45617791
Q 162842328 407518143
H 425137868 924044514
H 9677416 97479272
H 280774584 329560104
Q 120746290 462443723
H 277774242 397417650
H 250876962 698554368
H 100949357 235587917
H 46853719 175008829
H 42274080 264999852
Q 8859045 274453908
H 69878466 160670776
H 114942833 128069613
H 878364018 973913808
H 407840634 883944418
Q 469691756 534529214
H 124122000 487000992
Q 101906880 686100048
H 140859108 527841680
H 28684502 99852500
H 14173929 217521397
Q 734786556 843019860
H 106781980 119013020
H 188080463 479910425
H 15149800 123229900
H 165480210 203165154
H 623544140 802840763
Q 71588675 234354572
H 419072880 452167082
H 921431608 958093634
H 411943588 832530552
Q 768866868 1016942663
H 424282922 1140794196
H 66275344 170102665
H 52640658 475404417
H 87894766 89069962
H 586723318 629588021
H 131471860 141453580
H 331917807 661727980
H 394336173 1199862736
H 82202255 92937384
Q 913550096 1084976952
H 252666907 877093787
Q 421094574 474237966
H 154251542 159597198
Q 10511052 60768546
H 64965000 204426102
H 503888310 731094804
Q 524434437 822867167
H 724446294 728194262
Q 468607778 628009178
H 838458280 1353245224
H 63642072 199346192
Q 449565425 884502495
Q 52201400 273584740
H 466795440 537908720
H 234588057 595534764
H 31703730 724844380
H 15780590 345910169
H 38460296 43027056
Q 419529150 903710014
Q 1029347892 1089410830
H 394982549 552266783
H 21082116 57645600
H 401626791 454710107
Q 36253440 64329824
H 117532190 246402206
Q 410391680 717897509
H 499483439 882108559
H 317638860 1011684940
H 65688220 245703355
Q 455594292 942035977
Q 242508128 405509776
Q 174139896 511208922
Q 470445034 799177714
H 131224632 194624085
H 3059994 107721984
H 306885771 826380978
H 41692471 83256659
H 341898231 651541647
H 520144807 990183415
H 157786307 232012227
Q 94290507 178747425
H 569002272 792821504
H 112967050 833535860
Q 445398414 896811726
H 404662 146736007
H 326720842 543087434
Q 376517560 827878488
Q 202454567 462525569
H 573275549 637845383
H 41984820 347032284
H 314455392 408843132
H 207533120 384958387
H 31543380 81104815
Q 519343387 663770309
H 196697256 261744336
Q 5200394 178289814
H 20579916 55449821
H 13839488 434576564
Q 102603072 291841904
H 52137232 744833465
H 585385832 687902088
H 310476436 724550096
Q 719853588 778432626
H 283727608 381640687
H 212880000 309380217
Q 5793284 45847109
H 401748640 923627470
H 462325962 1271712722
Q 286175852 674776544
H 126838530 825210105
H 458793660 746574624
H 58729960 339026480
H 142008094 215643145
Q 338051680 755461324
Q 181262848 467050108
H 317384146 1011244236
Q 68762995 329435335
H 8010165 69030003
H 464535764 613479377
Q 11287107 146416035
H 27056572 294789752
Q 109163610 962526954
H 14595816 339990429
H 49774350 317648721
H 75033166 79965916
Q 187169136 388294476
H 508613280 1009637088
Q 72273740 614000238
H 98589000 695412500
Q 66648460 281537496
Q 71064864 910523842
H 471300396 683360916
H 273558334 482237094
Q 634064622 1225751419
H 21787248 28549408
H 30668092 227933464
Q 28227344 627354400
H 235189818 302137188
H 169552576 898733678
H 414626583 672772773
H 353167128 476036101
H 161761040 308191220
Q 120453228 332721114
H 16609050 252079698
Q 178306171 1194700488
H 838831570 1364933823
H 504344544 506026068
H 287515410 781586760
H 263471236 398040436
H 791529711 1016465629
Q 258859686 631491933
H 142816618 831806788
H 86522058 454729260
H 561145400 645802706
Q 405105852 407048604
Q 62490428 107171136
Q 585139688 1342733393
H 598176040 687288146
H 339092544 343727688
H 2074799 152440207
H 222882506 232485358
H 159224816 625533725
H 130400800 187297717
H 55844520 358953382
Q 317253600 1068489707
Q 537701140 621966440
H 674393580 1368181980
H 3837973 158112239
H 448287200 1191450530
H 60918761 73530871
Q 132709359 134508849
H 198275952 603229317
H 175176540 280983228
Q 2281232 21987884
H 280628784 495742272
H 185914062 498865888
H 24581417 64506047
Q 114527920 352622908
Q 48043680 95281312
Q 240774072 535252752
H 677132220 1003894614
H 40578712 100794112
H 957674016 1053304320
H 1456875 44117843
H 75902688 139863856
H 217456848 800298456
Q 106273562 275136432
Q 380967170 812090790
Q 388471104 628720155
Q 174319742 357988376
H 115401440 245177660
H 282404983 475540438
H 253495312 382370563
H 373331220 379569452
Q 898613681 924096395
H 69986406 590893078
H 87741180 476728926
H 102477003 158151323
Q 59437638 191563866
Q 42251055 43546734
H 291205320 706593736
Q 639084800 1364567012
H 874488 27084918
H 352685151 1138241871
Q 49151610 56694915
Q 308831460 644744107
Q 282949632 549415832
H 243929268 423222291
H 17962245 23444239
H 574518336 606297396
Q 198269184 562456937
H 165057482 169771034
H 25935700 439858350
H 8681012 375332402
H 511694064 1199266173
H 351268290 658625610
H 132652262 364222281
Q 403679287 479413751
H 659137719 717189555
H 718700928 1277209158
Q 33410090 280952490
H 512184528 853809057
H 34591392 116223280
H 510130590 711558786
H 301499968 479253345
Q 27722325 172237332
H 500487144 755853459
Q 96278350 221480833
H 24100285 792210105
H 49922880 106548480
H 7071048 26275863
H 313284783 562067611
Q 139412480 179877173
H 270771772 299618744
H 102424000 168968800
H 226396562 247585034
Q 242000901 1066314213
Q 623827746 760058610
H 65815640 490979078
H 455887738 960893745
H 390809653 698637919
H 117079204 244968096
H 16011648 279400771
H 126835800 846473191
Q 12789021 59572633
H 216992235 586351781
Q 59152968 111994680
H 392765934 767206254
H 783534998 1159378425
H 22397238 84902423
H 307642013 316511753
Q 454547716 508823047
Q 143037504 191522644
Q 182595520 397405024
H 352417835 574663163
Q 291771480 770925764
H 2667216 489077361
Q 655869741 684851001
Q 68197383 416924503
H 153916238 170269386
H 73616472 83047652
Q 290146500 350757450
Q 40965935 69048959
H 589583950 723554142
H 118345500 275552550
H 1530425 80153873
H 191980072 523252657
H 363545838 466705538
Q 783483894 1158756529
Q 27142200 283468910
H 116801841 147657757
Q 680664500 901203962
H 371647242 417359328
Q 114776226 213795024
Q 105153220 613026460
H 557364488 645596804
H 105451148 139362462
H 361101705 718220696
H 404913190 577860376
H 26068427 410908537
H 129990555 137242235
H 7684455 247151677
Q 267544578 282751350
H 51838040 979602128
Q 58120335 297706575
H 55285384 631328698
H 3317556 267954222
H 87106716 270185958
H 480019166 484997930
H 139567642 155145370
H 136060707 164965687
H 40019164 71584834
Q 35460432 137324942
H 501021305 669611405
Q 210045000 267654387
H 387255415 899299540
Q 337508272 511327138
H 41202678 241961766
Q 323008474 1072839526
H 85818690 116643890
Q 92809868 147176180
H 282846764 846033107
Q 48825414 65767614
H 226656 189134496
H 190501104 356423328
H 954775716 1148004374
Q 251328688 288343834
H 32241400 93718941
H 1024584228 1566253452
Q 133932648 306961090
Q 216568485 356734199
Q 233074730 394417334
H 562934668 647680455
H 13187988 238292008
H 107508786 653050634
H 223159128 308774316
Q 40059900 50902628
H 67325304 647635242
H 478781 555308
Q 213994410 519487776
H 419986700 1248759260
Q 21433775 167148185
H 264972720 445509830
Q 156507180 490314982
H 15253203 289205406
H 233305215 490635397
Q 114312406 607559190
H 502343934 764373979
H 40692066 63698049
H 379228727 844470272
Q 547627815 581426775
Q 253155133 396223813
H 260754699 307129563
H 86017734 921343814
Q 769416530 930310697
Q 580401120 643799224
H 265103717 641439977
H 81741627 630225846
H 14611454 71055660
Q 123994683 773648391
H 217419613 348021559
Q 482178138 842575406
H 225874656 1087836696
H 237453972 974321844
H 78246291 680445485
Q 528472956 1284626640
H 967980 29619780
H 170541250 871698890
Q 111738627 590611943
H 437080000 1061311201
H 458260872 597251150
H 62533200 584613298
H 24992070 26119867
Q 387401448 507071068
H 243786460 452636860
H 282132578 1178251730
Q 244908868 382133479
Q 85601100 548681424
H 334010320 658880820
H 87532660 632218200
H 584710560 1274313668
Q 82935675 108310749
H 489500739 719064739
H 81515818 897529258
H 302339636 509508986
H 208471770 512653186
H 311147109 771175547
Q 266013532 393969340
H 12935959 216371196
H 221373108 247897500
H 636238750 679895563
H 37686306 47634413
Q 465958905 780446509
Q 358796412 1080528892
H 162021704 270565393
H 651070638 1529756950
H 159250900 666301393
Q 94913852 176720732
H 227980269 245546725
H 100303980 105095180
H 12717495 58259241
H 320824868 405825684
H 71975306 814910366
H 37667920 157012200
H 50973796 296199260
H 146404153 206619910
H 778285088 930400064
Q 225730815 654634220
H 185988654 452894310
H 25576697 275794197
H 508434531 1010031891
Q 36439107 90633577
H 249857370 876746759
H 146938077 642515367
H 152676900 250830239
Q 4469290 61315873
H 483815746 632900386
H 183928656 186667756
H 257689344 268267119
H 326476809 503482700
H 846536340 915343653
H 245956340 247284821
H 593254907 1245027201
H 67483197 766446993
Q 35874118 98932815
H 296480850 303052338
Q 120140520 505732599
H 18318841 153584440
H 29756656 535090284
Q 941733200 1717899500
H 341495080 407727480
Q 163998080 347388892
H 30889848 887026413
H 389785550 763560182
H 77822842 505581082
H 526379658 1267661688
H 706153630 725589770
H 506449266 764843478
H 171208962 333422972
H 277883200 341267808
Q 224844696 656971546
H 22482840 173433496
H 771090792 891770854
H 31197312 61510048
H 414289925 426699287
Q 195074900 966230390
H 70424183 116962742
H 275383800 471789014
H 469640220 487542570
H 23020424 662301845
H 229729983 417742127
H 17007075 18940207
H 97038450 745238286
H 464797892 645273847
Q 4083352 257580388
Q 157141436 890225490
Q 125304212 201778004
Q 247693618 732012558
H 472325238 616255288
Q 6726384 184864932
Q 550884708 829788636
H 504178272 924935258
Q 54166644 218943186
H 193158056 265112624
H 13649198 141972220
Q 397963984 505498075
H 50897354 227748014
Q 437384924 589149404
Q 289608849 514604811
Q 223939926 228942426
H 614051030 954746398
H 261409815 649742991
H 519722389 635121764
Q 540073443 544937519
H 819754270 829609620
H 369675136 564673408
Q 227692990 257574424
H 63052085 64942229
H 83008050 259874908
H 412976620 425916085
H 357870876 569395856
H 292831770 680588085
H 628673922 1073110572
H 59830699 60175624
H 402888759 702435947
H 750496901 979456838
Q 191441040 316271230
Q 135404730 381413850
Q 350180520 395607285
Q 222397520 1008439062
H 84010446 131395914
Q 914288673 1352382133
Q 80874072 349143128
Q 76796136 337276353
H 94820000 658992546
H 493153248 584146038
Q 406303485 662437419
H 136341054 584398362
Q 210154716 616317900
H 52247885 405084960
H 123736240 236429805
Q 128564910 353379540
H 13258923 302700975
Q 528660723 938505783
Q 48882081 717295101
H 127304352 338490402
H 377006354 673167407
H 750881511 757871283
Q 408567970 445287686
H 942335136 1060599591
H 320501633 321564303
H 194249364 274597836
Q 80819475 359647395
H 674159375 1069182110
Q 633030794 904263944
H 166376008 322017442
Q 91564610 250616102
Q 221937525 570343261
H 298788107 481062731
Q 92312687 266197592
Q 360823815 891952695
Q 85732816 312085616
Q 194348996 455845426
H 273358998 285634170
H 214154264 529232672
H 71631384 506664931
H 384575826 594422889
H 162386080 299947680
Q 155672806 179271630
H 299318929 488856277
Q 124903722 690148402
H 454711158 965209348
H 57918490 62700840
H 483436944 491308360
Q 458366891 487722231
H 939011003 950369723
H 89380594 437455594
Q 621823095 640317667
H 498896127 925915191
Q 13238505 326226739
H 793838460 821425161
H 423141453 544696229
H 349841850 364054526
H 204885200 210982811
H 456872680 724852425
H 26833950 414349654
H 2110666 180829152
H 746186650 1620986972
Q 29904318 695189178
H 336983810 527574140
H 402405705 965946690
H 602530560 1047302844
Q 294761431 532397207
Q 40884360 47325235
H 15367913 176531699
H 890147960 979773734
Q 363803440 436897276
H 607279718 1283891388
H 376167480 457699164
Q 426337300 703159870
H 257823342 283556644
H 195120849 195329425
Q 732343588 1280309587
Q 237826885 288487141
H 747456600 990646354
H 256818575 699090606
H 8461376 78057224
H 633068269 932947606
Q 184990532 927076856
H 271361496 858078876
Q 206406581 486955829
H 793446472 800237718
H 67446086 120166026
H 612595200 841917835
H 167676912 759911472
Q 227431292 334385547
H 459131058 498661418
Q 28205889 50222129
Q 450386759 689881021
Q 153831648 681619398
H 78862915 448681390
H 323163575 458487290
H 365547655 1233216343
H 247442384 717989366
H 785327444 897731594
H 118892340 222944092
H 428947974 569742306
H 227653896 549362868
H 510475992 972904075
Q 470322650 707011375
Q 56572750 479355202
H 138949344 566633454
Q 88352940 144776876
H 253699128 381273592
H 661581904 922002517
Q 36149564 191920958
Q 11026300 387485725
H 74038118 147111824
H 174511018 209933866
H 158062336 470154688
H 182717289 708494880
Q 55391530 114602594
Q 193806666 632294730
H 176569516 260105199
H 7256745 45416438
Q 540903552 577522680
Q 137095504 470051404
H 112067856 158105484
H 538162975 705758218
Q 338939424 427361544
H 59081600 770450849
H 471842112 670165784
H 170153980 234579418
H 54241728 137998688
Q 214669950 934466916
H 161890716 188768607
H 2726634 45597561
H 502813485 543809683
H 25506283 610460683
H 13159590 321274294
H 600542298 789389537
H 778527882 821868682
Q 643251460 894602560
H 276453060 300525300
H 64937960 238903818
H 267839949 331577474
H 590022184 595644520
H 574165320 751162056
Q 697385997 882955287
H 510332496 843129015
H 21602240 113854478
H 651844600 734707360
H 203822628 277392157
H 62269365 525572289
H 324393900 672194958
H 91825668 357621014
Q 242003700 517087884
H 884473974 1407319449
H 486065328 743804949
H 225331808 625589054
H 450432126 659076579
H 8183285 13359021
H 2540020 16007068
Q 272404550 899399414
H 40687245 192687413
Q 131031345 441522370
H 113620197 699499173
Q 7079135 225866895
Q 226314240 574177240
H 5650749 48964071
H 445971600 449118882
H 207363136 926799332
H 290297510 637174022
H 101797428 133148072
H 135406945 227433313
H 444273134 514404587
H 172169660 734518440
H 4054999 208294903
H 646633410 985960352
H 599162720 1092821080
H 262633404 629399244
H 511154848 685563008
H 8054640 71516136
Q 562403212 676678762
H 93122048 642995190
Q 41966744 407571508
H 697301239 861388741
H 183114785 441337832
H 218741250 377547628
Q 23793249 80483145
H 87483392 609948216
H 256404528 324424928
H 331662738 1337965794
Q 37605615 105411561
H 1014825843 1123602947
H 242860030 1162368784
H 164686756 176086881
H 63763866 105268266
H 31151568 95644026
Q 204238098 726979227
H 219922170 543586770
H 206401008 283908720
H 322714530 840250780
Q 175632471 240807015
H 1799850 635188394
Q 58054618 81866083
H 28146554 466873122
Q 277901694 586813842
H 419627997 688546557
Q 771161956 1421279811
Q 359097570 417752999
H 36217440 491273032
H 347436504 641441924
Q 56896488 366934579
Q 175149100 298468219
H 42722175 716631371
Q 180069631 396430999
H 151114920 185994667
Q 434375976 578026013
H 86258613 246339163
H 145847454 617923689
H 608297300 1236801086
Q 812144151 1431700056
H 178294860 281157627
Q 116478677 668998757
H 636044304 639664416
H 116915535 271378415
H 859793940 956638940
H 3237392 645884672
H 14161650 320588160
H 80006930 158455046
Q 220579677 613753824
Q 120203072 178653964
H 93375288 124023967
H 131664560 143446320
H 2868316 182294986
H 313331798 561097118
H 5476205 472500215
Q 24639732 121998455
H 21105468 281001081
Q 33132320 129901416
H 140114104 318944132
H 108492993 110439473
Q 517959000 518515420
H 35720667 334676784
H 786844672 1278745452
H 999135594 1070011161
Q 736720152 1145908848
H 99508423 101550694
H 256852440 446267813
Q 333953415 399503391
H 20269224 35666604
H 56101140 106397540
H 294277550 380182848
H 21940594 66235360
H 117898000 214977646
H 296588370 320873734
Q 68782428 79220427
H 201969240 238785995
H 21855405 152647077
H 160098928 328101128
H 145319868 145901628
H 477545497 787128473
H 545345056 624044405
H 152499925 1040535605
H 272747684 907256888
Q 87370803 208745007
Q 90775620 262684031
Q 357341240 669699416
H 130085592 130340008
H 67092020 250541547
Q 69758520 201106876
Q 745141331 1050947677
H 121469796 210651322
Q 365867460 474763680
H 343959968 524523860
H 403218816 414554880
Q 299972040 573440620
Q 368016377 430441337
H 348955895 585654455
Q 3041662 111903772
H 335839063 615352179
H 94003707 220955807
H 767245431 1023873287
H 58963248 180092728
H 36922146 336371883
H 174077156 253171684
H 483856044 522560364
Q 261794988 729119724
H 654265912 992146742
Q 4111556 30712337
H 1010598060 1219832592
H 153841608 284640516
H 406994224 725015416
H 516662949 567628500
Q 175193590 304294198
H 44365464 52779968
H 22307079 251792679
Q 40758012 272043012
H 597073932 810407052
H 167306510 397841229
Q 392238877 475952153
H 33645216 150767886
H 768398820 843082310
H 20551168 316203128
H 15570564 15702420
H 2052336 65362996
H 126984288 266545843
H 266408600 751313628
H 163486275 192236577
Q 8007680 633262682
H 29183088 582654335
H 569428290 888094268
H 67898897 181702937
H 304986672 433733894
Q 223732030 646428064
H 705559600 755358744
H 76662914 81248880
H 473691474 1171926490
H 48681432 52929907
H 71542440 87493616
Q 55819828 279830740
H 754288375 1311122776
H 29582280 251384850
H 207810625 612724498
H 95433990 684806072
H 84205980 298242699
H 156877240 605534008
Q 852895729 899833620
Q 444416154 1330057834
H 32605703 89506323
H 260636848 296727298
H 211828650 387292947
Q 716522730 1495401922
H 59798880 225748386
H 43710800 389092853
H 337323910 370252366
Q 482922486 1257539148
Q 361388034 664587882
Q 175706425 236136070
Q 6593640 13955190
H 23747520 874253246
Q 153983550 571855428
H 289011360 853832000
H 312511161 1130920613
Q 45894384 52751594
Q 375436548 1063709180
Q 274718331 281105181
H 177338840 747271889
H 305427996 507787762
Q 27638464 304676722
H 812538 42276708
H 400624497 773964430
H 383482245 712978083
H 435243192 529541088
Q 67606176 118501692
H 352753894 505605684
H 46156218 64501258
Q 666668994 1325443916
H 311693283 325944723
H 541394788 583596644
H 681562889 724620269
H 278197696 575793328
H 128070043 291423933
Q 63055946 347772989
H 107035272 175238502
H 61657806 114904713
Q 11579785 92128200
H 87208412 486915984
Q 124054942 936758211
H 30064164 145242580
H 54061995 382053363
H 22876490 340105754
Q 158343542 198195126
H 141558600 179099865
Q 559251808 559457382
Q 348673824 603233107
Q 82668620 166572322
H 175101412 241139332
H 132668970 178638894
Q 478623845 1227622613
H 344464848 816655644
H 749890000 750473188
H 852731264 868090636
H 491841768 509314062
H 821679970 1396199090
H 159920664 472743366
H 71722000 147112300
H 224693952 535554632
H 231225975 269997117
H 579704346 692907060
H 543137004 586965268
H 514148076 1292407064
Q 51919210 503916310
Q 555494442 578546538
H 681027912 991745217
H 552372952 693167232
Q 227303700 461548646
Q 232640915 1088855736
H 111074373 743842678
Q 338808144 396153773
H 249368046 368335590
H 252779528 298897688
Q 148926339 544752784
H 153676566 394127590
H 533556792 948898818
Q 508410110 1118055422
Q 230758578 287519458
Q 287947611 753367931
H 76371204 421054194
H 283416375 498205877
H 294024920 585809870
H 350483364 642569463
Q 23852400 52195256
Q 132461160 370064430
H 338846500 801432188
Q 556239541 1289705494
H 166121280 196030341
H 52741910 537525389
H 89381880 752318980
Q 88567028 295532436
H 542496240 630025812
H 506988138 719112183
Q 409226571 904577336
H 1209537 137179722
Q 40994400 102965675
Q 389352696 403291632
H 911298654 1048704834
Q 91005930 402676263
H 707131209 789943233
H 637599560 1349184958
Q 164597064 421500304
H 7931012 437143238
H 138130096 640609359
H 202664392 1205427189
Q 427656636 980783694
H 170506085 207422615
H 650672646 661205886
H 261179548 411070482
Q 591907485 1277597880
H 562400202 604293172
H 407700370 629071193
H 196201851 575770541
Q 3185280 177179220
Q 556217928 806413643
H 333395093 971028758
H 717232989 1435045161
H 289697722 297973682
H 339696720 682891497
Q 126989937 468583463
H 25018602 972218072
Q 39684120 286921976
H 714537320 1015100841
H 345156 214173702
H 17283546 275048708
H 100969792 688153325
H 269048246 434265778
Q 27352881 298013233
H 76986468 107389104
H 3515230 212813830
H 174573231 700821356
H 141371033 167276195
H 103830788 135757046
Q 157264688 179065804
H 172776217 602151825
Q 86694982 623675612
H 365627504 987155852
H 44366526 828447222
Q 128799440 146387472
Q 216998932 521350384
H 103322515 810301788
H 5298696 387848064
H 149694440 264009854
H 440822880 624050365
Q 326327400 390104134
H 685370742 797275862
H 669566152 1353408740
H 433289058 587796718
Q 95365254 722412844
H 54718300 519566940
Q 30470975 360541766
H 422607456 465704916
H 332558496 483595848
H 407768316 418208303
H 328175120 427547217
H 214246389 628553149
Q 160388712 586431472
Q 184370732 209330780
H 249931396 453434860
Q 158755530 466390880
H 150186582 189742872
H 772652904 1132281734
Q 721111216 1423559430
H 121363784 594706787
H 38822850 329279327
H 418677756 1256083368
H 452896472 1005948272
Q 236074137 794189135
H 70460610 160409355
H 205536992 338298050
H 382970688 549045888
H 492446950 945465427
Q 107356506 674639551
Q 397609428 418581528
Q 103127066 781623745
Q 397532250 1280713062
H 61968438 96411860
H 421324308 426032846
Q 407633310 430130010
H 218138358 1075195818
H 572132 650839106
H 1033368840 1036008736
H 191765340 219888912
H 374355098 405814706
H 403340508 1286521116
H 288105856 297827636
H 245535158 425531502
H 80750877 454137129
H 283272917 588576160
H 56331934 76830874
H 587426931 930669959
H 92849852 111482364
H 279326864 576732728
Q 125329410 134208927
H 329690496 742677096
H 631657890 1383890250
H 75668096 589727376
Q 189445767 195600695
H 326972984 863927842
H 251317836 425393559
H 430456776 438342726
H 414834776 962127513
H 405802752 687806448
Q 298240890 374654504
H 392959416 471485888
H 7296939 574350613
Q 184960392 364663545
H 31900596 46213628
H 35423836 226306956
H 79234815 373531470
H 312257820 393652560
Q 25670912 174055232
H 734546670 747883549
H 186553602 245354862
H 147821520 487480712
H 254351331 539472531
H 677447544 1248534904
H 49958885 344510351
H 508161450 551321938
Q 409550484 946358679
H 15738216 20559872
H 359535008 382767564
H 76581291 359796059
Q 78640980 139215942
H 291166062 544058014
Q 351503062 528930154
Q 73043243 77767803
H 729088962 1171932858
H 291118987 461580611
H 523820138 526076843
H 512121962 799394606
H 843675466 1294910618
Q 163201430 772204924
H 429153475 457124903
H 862195110 1002702603
Q 20697039 147151045
H 150765408 184920480
Q 562337288 1282849954
H 251702479 654389529
Q 213621750 303906958
